experiment,ID,trial,question,choice_1,choice_2,choice_3,choice_4,mentalization,physical,movement,context,response_type,response,RT,ACC
sat_mc_2_with_sound,6118,6,Miért megy oda az ovális a háromszöghöz?,Hogy leszidja,Hogy veszekedjenek,Hogy megnyugtassa,Hogy közel legyenek egymáshoz,3,4,2,1,context,1,9.04305,0
sat_mc_2_with_sound,6118,9,Miért van a téglalap a háromszög és az ovális között?,Hogy elzárja a háromszöget az oválistól,Hogy ugyanakkora távolságra legyenek egymástól.,Hogy az ovális tudjon játszani,Mert a háromszög fél az oválistól,1,2,3,4,context,4,28.10063,0
sat_mc_2_with_sound,6118,13,Mit csinál a háromszög?,A nagy téglalapon kívülre megy,Táncol,Vitatkozik,Menekül,4,1,2,3,mentalization,4,5.52463,1
sat_mc_2_with_sound,6128,3,Mit csinál az ovális és a téglalap?,Összeütköznek,Vitatkoznak,Táncolnak,Játszanak,2,1,3,4,physical,1,3.93382,0
sat_mc_2_with_sound,6128,4,Miért megy a háromszög a sarokba?,Mert örül,Aludni,Mert oda jobban oda illik,Mert meg van rémülve,4,3,1,2,mentalization,4,4.50487,1
sat_mc_2_with_sound,6128,5,Miért megy el a téglalap?,Mert dühös,Mert keres valamit,Mert boldog,"Azért, hogy csak ketten maradjanak itt",1,4,3,2,mentalization,1,6.92014,1
sat_mc_2_with_sound,6128,6,Miért megy oda az ovális a háromszöghöz?,Hogy leszidja,Hogy veszekedjenek,Hogy megnyugtassa,Hogy közel legyenek egymáshoz,3,4,2,1,mentalization,3,5.459585,1
sat_mc_2_with_sound,6128,9,Miért van a téglalap a háromszög és az ovális között?,Hogy elzárja a háromszöget az oválistól,Hogy ugyanakkora távolságra legyenek egymástól.,Hogy az ovális tudjon játszani,Mert a háromszög fél az oválistól,1,2,3,4,context,4,21.336,0
sat_mc_2_with_sound,6128,13,Mit csinál a háromszög?,A nagy téglalapon kívülre megy,Táncol,Vitatkozik,Menekül,4,1,2,3,mentalization,4,4.28644,1
sat_mc_2_with_sound,6129,3,Mit csinál az ovális és a téglalap?,Összeütköznek,Vitatkoznak,Táncolnak,Játszanak,2,1,3,4,physical,1,6.58258,0
sat_mc_2_with_sound,6129,4,Miért megy a háromszög a sarokba?,Mert örül,Aludni,Mert oda jobban oda illik,Mert meg van rémülve,4,3,1,2,mentalization,4,5.729145,1
sat_mc_2_with_sound,6129,5,Miért megy el a téglalap?,Mert dühös,Mert keres valamit,Mert boldog,"Azért, hogy csak ketten maradjanak itt",1,4,3,2,mentalization,1,6.48165,1
sat_mc_2_with_sound,6129,6,Miért megy oda az ovális a háromszöghöz?,Hogy leszidja,Hogy veszekedjenek,Hogy megnyugtassa,Hogy közel legyenek egymáshoz,3,4,2,1,mentalization,3,6.28055,1
sat_mc_2_with_sound,6129,9,Miért van a téglalap a háromszög és az ovális között?,Hogy elzárja a háromszöget az oválistól,Hogy ugyanakkora távolságra legyenek egymástól.,Hogy az ovális tudjon játszani,Mert a háromszög fél az oválistól,1,2,3,4,mentalization,1,3.01263,1
sat_mc_2_with_sound,6129,13,Mit csinál a háromszög?,A nagy téglalapon kívülre megy,Táncol,Vitatkozik,Menekül,4,1,2,3,mentalization,4,2.968275,1
sat_mc_2_with_sound,6135,3,Mit csinál az ovális és a téglalap?,Összeütköznek,Vitatkoznak,Táncolnak,Játszanak,2,1,3,4,mentalization,2,7.765065,1
sat_mc_2_with_sound,6135,4,Miért megy a háromszög a sarokba?,Mert örül,Aludni,Mert oda jobban oda illik,Mert meg van rémülve,4,3,1,2,mentalization,4,7.160265,1
sat_mc_2_with_sound,6135,5,Miért megy el a téglalap?,Mert dühös,Mert keres valamit,Mert boldog,"Azért, hogy csak ketten maradjanak itt",1,4,3,2,mentalization,1,5.662295,1
sat_mc_2_with_sound,6135,6,Miért megy oda az ovális a háromszöghöz?,Hogy leszidja,Hogy veszekedjenek,Hogy megnyugtassa,Hogy közel legyenek egymáshoz,3,4,2,1,mentalization,3,6.59508,1
sat_mc_2_with_sound,6135,9,Miért van a téglalap a háromszög és az ovális között?,Hogy elzárja a háromszöget az oválistól,Hogy ugyanakkora távolságra legyenek egymástól.,Hogy az ovális tudjon játszani,Mert a háromszög fél az oválistól,1,2,3,4,context,4,14.307885,0
sat_mc_2_with_sound,6135,13,Mit csinál a háromszög?,A nagy téglalapon kívülre megy,Táncol,Vitatkozik,Menekül,4,1,2,3,mentalization,4,6.094005,1
sat_mc_2_with_sound,6253,3,Mit csinál az ovális és a téglalap?,Összeütköznek,Vitatkoznak,Táncolnak,Játszanak,2,1,3,4,mentalization,2,10.665125,1
sat_mc_2_with_sound,6253,4,Miért megy a háromszög a sarokba?,Mert örül,Aludni,Mert oda jobban oda illik,Mert meg van rémülve,4,3,1,2,mentalization,4,6.790825,1
sat_mc_2_with_sound,6253,5,Miért megy el a téglalap?,Mert dühös,Mert keres valamit,Mert boldog,"Azért, hogy csak ketten maradjanak itt",1,4,3,2,mentalization,1,11.870455,1
sat_mc_2_with_sound,6253,6,Miért megy oda az ovális a háromszöghöz?,Hogy leszidja,Hogy veszekedjenek,Hogy megnyugtassa,Hogy közel legyenek egymáshoz,3,4,2,1,mentalization,3,11.20928,1
sat_mc_2_with_sound,6253,9,Miért van a téglalap a háromszög és az ovális között?,Hogy elzárja a háromszöget az oválistól,Hogy ugyanakkora távolságra legyenek egymástól.,Hogy az ovális tudjon játszani,Mert a háromszög fél az oválistól,1,2,3,4,mentalization,1,19.44555,1
sat_mc_2_with_sound,6253,13,Mit csinál a háromszög?,A nagy téglalapon kívülre megy,Táncol,Vitatkozik,Menekül,4,1,2,3,mentalization,4,4.5766,1
sat_mc_2_with_sound,6133,3,Mit csinál az ovális és a téglalap?,Összeütköznek,Vitatkoznak,Táncolnak,Játszanak,2,1,3,4,mentalization,2,6.325585,1
sat_mc_2_with_sound,6133,4,Miért megy a háromszög a sarokba?,Mert örül,Aludni,Mert oda jobban oda illik,Mert meg van rémülve,4,3,1,2,physical,3,3.68193,0
sat_mc_2_with_sound,6133,5,Miért megy el a téglalap?,Mert dühös,Mert keres valamit,Mert boldog,"Azért, hogy csak ketten maradjanak itt",1,4,3,2,context,2,8.591035,0
sat_mc_2_with_sound,6133,6,Miért megy oda az ovális a háromszöghöz?,Hogy leszidja,Hogy veszekedjenek,Hogy megnyugtassa,Hogy közel legyenek egymáshoz,3,4,2,1,mentalization,3,4.17484,1
sat_mc_2_with_sound,6133,9,Miért van a téglalap a háromszög és az ovális között?,Hogy elzárja a háromszöget az oválistól,Hogy ugyanakkora távolságra legyenek egymástól.,Hogy az ovális tudjon játszani,Mert a háromszög fél az oválistól,1,2,3,4,mentalization,1,12.325715,1
sat_mc_2_with_sound,6133,13,Mit csinál a háromszög?,A nagy téglalapon kívülre megy,Táncol,Vitatkozik,Menekül,4,1,2,3,mentalization,4,5.5207,1
sat_mc_2_with_sound,6258,3,Mit csinál az ovális és a téglalap?,Összeütköznek,Vitatkoznak,Táncolnak,Játszanak,2,1,3,4,mentalization,2,12.00656,1
sat_mc_2_with_sound,6258,4,Miért megy a háromszög a sarokba?,Mert örül,Aludni,Mert oda jobban oda illik,Mert meg van rémülve,4,3,1,2,mentalization,4,10.670735,1
sat_mc_2_with_sound,6258,5,Miért megy el a téglalap?,Mert dühös,Mert keres valamit,Mert boldog,"Azért, hogy csak ketten maradjanak itt",1,4,3,2,mentalization,1,14.112995,1
sat_mc_2_with_sound,6258,6,Miért megy oda az ovális a háromszöghöz?,Hogy leszidja,Hogy veszekedjenek,Hogy megnyugtassa,Hogy közel legyenek egymáshoz,3,4,2,1,mentalization,3,13.570695,1
sat_mc_2_with_sound,6258,9,Miért van a téglalap a háromszög és az ovális között?,Hogy elzárja a háromszöget az oválistól,Hogy ugyanakkora távolságra legyenek egymástól.,Hogy az ovális tudjon játszani,Mert a háromszög fél az oválistól,1,2,3,4,mentalization,1,17.270775,1
sat_mc_2_with_sound,6258,13,Mit csinál a háromszög?,A nagy téglalapon kívülre megy,Táncol,Vitatkozik,Menekül,4,1,2,3,mentalization,4,13.63016,1
sat_mc_2_with_sound,6250,3,Mit csinál az ovális és a téglalap?,Összeütköznek,Vitatkoznak,Táncolnak,Játszanak,2,1,3,4,mentalization,2,12.045625,1
sat_mc_2_with_sound,6250,4,Miért megy a háromszög a sarokba?,Mert örül,Aludni,Mert oda jobban oda illik,Mert meg van rémülve,4,3,1,2,mentalization,4,10.14605,1
sat_mc_2_with_sound,6250,5,Miért megy el a téglalap?,Mert dühös,Mert keres valamit,Mert boldog,"Azért, hogy csak ketten maradjanak itt",1,4,3,2,mentalization,1,13.958115,1
sat_mc_2_with_sound,6250,6,Miért megy oda az ovális a háromszöghöz?,Hogy leszidja,Hogy veszekedjenek,Hogy megnyugtassa,Hogy közel legyenek egymáshoz,3,4,2,1,mentalization,3,11.802295,1
sat_mc_2_with_sound,6250,9,Miért van a téglalap a háromszög és az ovális között?,Hogy elzárja a háromszöget az oválistól,Hogy ugyanakkora távolságra legyenek egymástól.,Hogy az ovális tudjon játszani,Mert a háromszög fél az oválistól,1,2,3,4,mentalization,1,16.359145,1
sat_mc_2_with_sound,6250,13,Mit csinál a háromszög?,A nagy téglalapon kívülre megy,Táncol,Vitatkozik,Menekül,4,1,2,3,mentalization,4,9.879005,1
sat_mc_2_with_sound,6140,3,Mit csinál az ovális és a téglalap?,Összeütköznek,Vitatkoznak,Táncolnak,Játszanak,2,1,3,4,mentalization,2,5.815115,1
sat_mc_2_with_sound,6140,4,Miért megy a háromszög a sarokba?,Mert örül,Aludni,Mert oda jobban oda illik,Mert meg van rémülve,4,3,1,2,mentalization,4,8.703665,1
sat_mc_2_with_sound,6140,5,Miért megy el a téglalap?,Mert dühös,Mert keres valamit,Mert boldog,"Azért, hogy csak ketten maradjanak itt",1,4,3,2,mentalization,1,5.12372,1
sat_mc_2_with_sound,6140,6,Miért megy oda az ovális a háromszöghöz?,Hogy leszidja,Hogy veszekedjenek,Hogy megnyugtassa,Hogy közel legyenek egymáshoz,3,4,2,1,mentalization,3,5.402245,1
sat_mc_2_with_sound,6140,9,Miért van a téglalap a háromszög és az ovális között?,Hogy elzárja a háromszöget az oválistól,Hogy ugyanakkora távolságra legyenek egymástól.,Hogy az ovális tudjon játszani,Mert a háromszög fél az oválistól,1,2,3,4,context,4,14.14395,0
sat_mc_2_with_sound,6140,13,Mit csinál a háromszög?,A nagy téglalapon kívülre megy,Táncol,Vitatkozik,Menekül,4,1,2,3,physical,1,5.84237,0
sat_mc_2_with_sound,6139,3,Mit csinál az ovális és a téglalap?,Összeütköznek,Vitatkoznak,Táncolnak,Játszanak,2,1,3,4,mentalization,2,3.365905,1
sat_mc_2_with_sound,6139,4,Miért megy a háromszög a sarokba?,Mert örül,Aludni,Mert oda jobban oda illik,Mert meg van rémülve,4,3,1,2,mentalization,4,5.676639999,1
sat_mc_2_with_sound,6139,5,Miért megy el a téglalap?,Mert dühös,Mert keres valamit,Mert boldog,"Azért, hogy csak ketten maradjanak itt",1,4,3,2,mentalization,1,3.1117,1
sat_mc_2_with_sound,6139,6,Miért megy oda az ovális a háromszöghöz?,Hogy leszidja,Hogy veszekedjenek,Hogy megnyugtassa,Hogy közel legyenek egymáshoz,3,4,2,1,mentalization,3,4.396685,1
sat_mc_2_with_sound,6139,9,Miért van a téglalap a háromszög és az ovális között?,Hogy elzárja a háromszöget az oválistól,Hogy ugyanakkora távolságra legyenek egymástól.,Hogy az ovális tudjon játszani,Mert a háromszög fél az oválistól,1,2,3,4,movement,3,19.73411,0
sat_mc_2_with_sound,6139,13,Mit csinál a háromszög?,A nagy téglalapon kívülre megy,Táncol,Vitatkozik,Menekül,4,1,2,3,mentalization,4,4.35186,1
sat_mc_2_with_sound,6134,3,Mit csinál az ovális és a téglalap?,Összeütköznek,Vitatkoznak,Táncolnak,Játszanak,2,1,3,4,mentalization,2,10.491515,1
sat_mc_2_with_sound,6134,4,Miért megy a háromszög a sarokba?,Mert örül,Aludni,Mert oda jobban oda illik,Mert meg van rémülve,4,3,1,2,mentalization,4,8.325865,1
sat_mc_2_with_sound,6134,5,Miért megy el a téglalap?,Mert dühös,Mert keres valamit,Mert boldog,"Azért, hogy csak ketten maradjanak itt",1,4,3,2,mentalization,1,20.382575,1
sat_mc_2_with_sound,6134,6,Miért megy oda az ovális a háromszöghöz?,Hogy leszidja,Hogy veszekedjenek,Hogy megnyugtassa,Hogy közel legyenek egymáshoz,3,4,2,1,mentalization,3,6.75715,1
